College,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps_trans,Accept_trans,Enroll_trans,Top10perc_trans,F.Undergrad_trans,P.Undergrad_trans,Outstate_trans,Books_trans,Personal_trans,PhD_trans,Terminal_trans,S.F.Ratio_trans,perc.alumni_trans,Expend_trans,Apps_transformed,Accept_transformed,Enroll_transformed,Top10perc_transformed,F.Undergrad_transformed,P.Undergrad_transformed,Outstate_transformed,Books_transformed,Personal_transformed,PhD_transformed,Terminal_transformed,S.F.Ratio_transformed,perc.alumni_transformed,Expend_transformed,Accept_Rate,Outstate_Tier,Outstate_Tier_Encoded,Private_Encoded,Apps_transformed_scaled,Accept_transformed_scaled,Enroll_transformed_scaled,Top10perc_transformed_scaled,F.Undergrad_transformed_scaled,P.Undergrad_transformed_scaled,Outstate_transformed_scaled,Books_transformed_scaled,Personal_transformed_scaled,PhD_transformed_scaled,Terminal_transformed_scaled,S.F.Ratio_transformed_scaled,perc.alumni_transformed_scaled,Expend_transformed_scaled,Accept_Rate_scaled,Outstate_Tier_Encoded_scaled,Private_Encoded_scaled
King College,Yes,355,300,142,34,65,509,44,8664,3350,600,3000,65.0,68,10.7,25,8954,65,4.768393481820623,4.6999929363909985,3.44996866450167,5.149577531776267,3.394474148450927,4.50259850987007,62.44467620800418,9.845917647123215,10.889588401166522,2351.2286673140156,27520.52043115919,5.356382251004348,7.666103609271758,1.8300107561132515,4.768393481820623,4.6999929363909985,3.44996866450167,5.149577531776267,3.394474148450927,4.50259850987007,62.44467620800418,9.845917647123215,10.889588401166522,2351.2286673140156,27520.52043115919,5.356382251004348,7.666103609271758,1.8300107561132515,0.8450704225352113,Low,0,1,-1.5005952440627206,-1.4629028931967236,-1.3510640603779365,0.5861080901616065,-1.5340041926919143,-1.1742007602630395,-0.3360674638838411,0.4497726389260374,1.9483827844191979,-0.6054188583331771,-0.9283850943804479,-0.8466922550814785,0.31770887154146105,0.1595892827401136,0.667595610487579,-1.0987972149572356,0.6125530498969481
Knox College,Yes,1040,845,286,48,77,967,24,15747,4062,400,800,88.0,95,12.7,33,13224,79,5.437520767826286,5.366954371283831,3.753314615478136,5.850264966480015,3.5463856808464103,3.707761191258194,77.30816635890542,8.96107520321098,8.626435575433408,4302.5631252927,65897.48921732574,6.023602095364745,8.975326246182142,1.8325327190680432,5.437520767826286,5.366954371283831,3.753314615478136,5.850264966480015,3.5463856808464103,3.707761191258194,77.30816635890542,8.96107520321098,8.626435575433408,4302.5631252927,65897.48921732574,6.023602095364745,8.975326246182142,1.8325327190680432,0.8125,High,2,1,-0.41759893194797837,-0.3461564477099289,-0.49963234847473936,1.192310901338738,-0.7179557413393914,-1.4811146683151193,1.2609213587698096,-1.0388011424180428,-0.8318078970334455,1.029430185416124,1.1638582779526243,-0.3016095177954872,0.8739402534841448,1.0505360409563491,0.4460420182607379,1.8150779933081982,0.6125530498969481
La Roche College,Yes,361,321,185,10,41,650,819,8842,4782,600,1100,57.0,73,14.2,14,7022,52,4.779226869583927,4.745014869450281,3.5683525622007775,3.0648578681207974,3.4548748405396816,9.073683263217506,62.9021114905703,9.845917647123215,9.15165023999676,1810.795332056283,33112.30773484874,6.496691212510575,5.444039108195632,1.828146518248252,4.779226869583927,4.745014869450281,3.5683525622007775,3.0648578681207974,3.4548748405396816,9.073683263217506,62.9021114905703,9.845917647123215,9.15165023999676,1810.795332056283,33112.30773484874,6.496691212510575,5.444039108195632,1.828146518248252,0.889196675900277,Mid,1,1,-1.4830611825459588,-1.3875190987484332,-1.018784020524878,-1.2174962818199055,-1.2095397464290156,0.5908516005612497,-0.2869189108906393,0.4497726389260374,-0.18660316336359328,-1.0581997323364798,-0.6235308993858222,0.0848788535167615,-0.6263490551654358,-0.49899956734968265,0.9677553622983834,0.3581403891754813,0.6125530498969481
La Salle University,Yes,2929,1834,622,20,56,2738,1662,12600,5610,450,3160,90.0,90,15.1,9,9084,84,6.034599610303046,5.835825411733524,4.054105783114138,4.170730633321285,3.7516523639445207,10.370706505232022,71.40262722442834,9.213393432273651,10.983140917887837,4500.210363367248,57206.93660181433,6.770871990413645,4.135322577728063,1.8301137851841243,6.034599610303046,5.835825411733524,4.054105783114138,4.170730633321285,3.7516523639445207,10.370706505232022,71.40262722442834,9.213393432273651,10.983140917887837,4500.210363367248,57206.93660181433,6.770871990413645,4.135322577728063,1.8301137851841243,0.6261522703994538,Mid,1,1,0.5487854884276054,0.43891153436616215,0.3446285950496105,-0.26074560260699386,0.3847094494796727,1.091676691079472,0.6264082064916575,-0.6143252338289236,2.063308224830316,1.1950211720584536,0.6900649668386472,0.3088698067143141,-1.18236541463741,0.19598688981904883,-0.8215500386640247,0.3581403891754813,0.6125530498969481
Lafayette College,Yes,4010,2402,572,36,59,2018,226,18730,5740,600,1000,93.0,96,10.5,38,15365,92,6.206971899452935,5.993219662314559,4.02336818220434,5.262121851799814,3.696242861855405,6.910044025813589,82.22600430711323,9.845917647123215,8.993154813797165,4805.090244554321,67728.00439442915,5.287039952492017,9.71106985349749,1.8333697103196744,6.206971899452935,5.993219662314559,4.02336818220434,5.262121851799814,3.696242861855405,6.910044025813589,82.22600430711323,9.845917647123215,8.993154813797165,4805.090244554321,67728.00439442915,5.287039952492017,9.71106985349749,1.8333697103196744,0.599002493765586,High,2,1,0.8277735933283596,0.7024492153786639,0.2583542667515654,0.683476302864234,0.08705700889787003,-0.24460360318556668,1.7893122114682667,0.4497726389260374,-0.3813083118461038,1.4504528230391855,1.263654675854437,-0.9033411845194759,1.186525502100285,1.3462242234014545,-1.0062308033942615,1.8150779933081982,0.6125530498969481
LaGrange College,Yes,544,399,177,15,35,600,363,6987,3585,750,1500,77.0,83,12.5,12,9067,75,5.04030613743642,4.888379244990573,3.5488939937044037,3.6884527234691826,3.4354560344831695,7.677925441537225,57.7963152716757,10.352802615829257,9.675230393594894,3295.568346309384,46295.29542396985,5.958866657838342,4.953607358725779,1.8301004417464979,5.04030613743642,4.888379244990573,3.5488939937044037,3.6884527234691826,3.4354560344831695,7.677925441537225,57.7963152716757,10.352802615829257,9.675230393594894,3295.568346309384,46295.29542396985,5.958866657838342,4.953607358725779,1.8301004417464979,0.7334558823529411,Low,0,1,-1.060499003170907,-1.147472750611707,-1.0734003496129112,-0.6779904542213022,-1.3138549775352149,0.05190170765199078,-0.8355047012763203,1.302507133936391,0.4565936404384389,0.18575910445405372,0.09518189874570733,-0.3544948895129964,-0.8347120348951067,0.19127298532885992,-0.09163931486211319,-1.0987972149572356,0.6125530498969481
Lake Forest College,Yes,979,638,271,31,70,968,20,16880,3970,920,1320,91.0,94,10.7,19,15687,77,5.4012535750902835,5.190617265261041,3.7310987747809166,4.970662962552278,3.5466135945657973,3.4796038469400528,79.24276329493173,10.829694552010155,9.4579757327094,4600.715532505121,64098.054902977776,5.356382251004348,6.5349533390638825,1.8334801273639179,5.4012535750902835,5.190617265261041,3.7310987747809166,4.970662962552278,3.5466135945657973,3.4796038469400528,79.24276329493173,10.829694552010155,9.4579757327094,4600.715532505121,64098.054902977776,5.356382251004348,6.5349533390638825,1.8334801273639179,0.651685393258427,High,2,1,-0.4762981313459134,-0.6414116544671538,-0.5619877918729925,0.4313193649006998,-0.7167314192960618,-1.5692140322425172,1.4687816696259837,2.1047842371849677,0.18970517544918392,1.279225486180553,1.0657563528339236,-0.8466922550814785,-0.16286735762255852,1.3852318176381495,-0.6478662283278471,1.8150779933081982,0.6125530498969481
Lakeland College,Yes,497,452,231,24,47,887,1957,9400,4005,500,1000,49.0,65,17.2,25,4054,57,4.9834317713823,4.969634591349646,3.664161409560808,4.493818501377219,3.5271612816049847,10.681618523429343,64.29802871390395,9.442351022087843,8.993154813797165,1341.4427559604715,24468.81775259251,7.386000605505056,7.666103609271758,1.822907573769344,4.9834317713823,4.969634591349646,3.664161409560808,4.493818501377219,3.5271612816049847,10.681618523429343,64.29802871390395,9.442351022087843,8.993154813797165,1341.4427559604715,24468.81775259251,7.386000605505056,7.666103609271758,1.822907573769344,0.9094567404426559,Mid,1,1,-1.152551337575268,-1.0114204776075368,-0.7498676540441811,0.018775285270126344,-0.8212266450144728,1.2117304685391774,-0.13693635764231063,-0.22914901677242944,-0.3813083118461038,-1.451428380082673,-1.0947584403093151,0.8113968105662229,0.31770887154146105,-2.349788291700049,1.1055702792912185,0.3581403891754813,0.6125530498969481
Lamar University,No,2336,1725,1043,10,27,5438,4058,4752,3040,508,1463,48.0,82,18.4,12,5879,26,5.907982789828908,5.799665881586068,4.235128851886713,3.0648578681207974,3.863511038511884,12.124042678991929,50.27853745610588,9.477113729566128,9.632621871009855,1287.7609688263303,44852.305090025206,7.723726362558781,4.953607358725779,1.8266196844031335,5.907982789828908,5.799665881586068,4.235128851886713,3.0648578681207974,3.863511038511884,12.124042678991929,50.27853745610588,9.477113729566128,9.632621871009855,1287.7609688263303,44852.305090025206,7.723726362558781,4.953607358725779,1.8266196844031335,0.7384417808219178,Low,0,0,0.3438535532142714,0.3783667642339389,0.8527243215390043,-1.2174962818199055,0.9855993010374895,1.7686998310567517,-1.6432427911038037,-0.17066758284401723,0.4042508131691322,-1.4964035600187222,0.01651265888576715,1.0873005949977204,-0.8347120348951067,-1.038391972800562,-0.05772376724875687,-1.0987972149572356,-1.6325116659989423
Lambuth University,Yes,831,538,224,15,35,840,325,5170,3430,600,1590,61.0,61,16.1,10,5531,60,5.302106653563778,5.081962087499551,3.6510761634657274,3.6884527234691826,3.5148532680858997,7.495833699687483,51.83882701869997,9.845917647123215,9.774942085844714,2072.1143548522737,20740.590958343037,7.067858726213781,4.421054272265976,1.8260604240958955,5.302106653563778,5.081962087499551,3.6510761634657274,3.6884527234691826,3.5148532680858997,7.495833699687483,51.83882701869997,9.845917647123215,9.774942085844714,2072.1143548522737,20740.590958343037,7.067858726213781,4.421054272265976,1.8260604240958955,0.6474127557160048,Low,0,1,-0.6367694685883555,-0.8233416390222238,-0.7865953355825228,-0.6779904542213022,-0.8873436488593621,-0.01841014963814778,-1.475599460616258,0.4497726389260374,0.5790853760705746,-0.8392638380900032,-1.2980146652677276,0.5514920012666231,-1.060970526681064,-1.2359647233383817,-0.6769299653666755,-1.0987972149572356,0.6125530498969481
Lander University,No,1166,1009,510,9,33,2074,341,4938,2987,528,1702,67.0,77,17.0,11,6119,51,5.505702524676692,5.476516650982362,3.980635745729911,2.91344153033716,3.701366297255258,7.574752195429178,50.98352389326248,9.5619757966002,9.891970306151988,2497.466346891243,38057.447169980325,7.328788144787452,4.693250809609002,1.8269764955490124,5.505702524676692,5.476516650982362,3.980635745729911,2.91344153033716,3.701366297255258,7.574752195429178,50.98352389326248,9.5619757966002,9.891970306151988,2497.466346891243,38057.447169980325,7.328788144787452,4.693250809609002,1.8269764955490124,0.8653516295025729,Low,0,0,-0.307245352342396,-0.16270763041448114,0.13841282225857326,-1.348494791392716,0.11457941919631885,0.012062984144719157,-1.5674964186952183,-0.02790380734172826,0.7228497581599171,-0.48289935398096173,-0.3539307841170397,0.764657306400675,-0.9453261344609437,-0.912339473451889,0.8055543444726024,-1.0987972149572356,-1.6325116659989423
Lawrence University,Yes,1243,947,324,50,77,1129,74,17163,3891,525,975,76.0,92,10.1,57,13965,77,5.543582877098518,5.437500647500728,3.804062853042361,5.936705135542433,3.579971963788785,5.2267123709420895,79.71258785347585,9.549427133265993,8.951240694621537,3210.7343245943,60591.59251052614,5.146772495880893,12.125143413434488,1.8328447306039846,5.543582877098518,5.437500647500728,3.804062853042361,5.936705135542433,3.579971963788785,5.2267123709420895,79.71258785347585,9.549427133265993,8.951240694621537,3210.7343245943,60591.59251052614,5.146772495880893,12.125143413434488,1.8328447306039846,0.7618664521319388,High,2,1,-0.24593522072403393,-0.2280352204755421,-0.35719214564265944,1.2670949932019226,-0.537534717671097,-0.8945956011036518,1.5192613726422803,-0.04901447100702777,-0.4327980929286642,0.11468424657347391,0.8745903245365926,-1.0179321545692772,2.212159671949247,1.1607619528575905,0.10161773560886084,1.8150779933081982,0.6125530498969481
Le Moyne College,Yes,1470,1199,425,21,76,1820,558,11040,4840,400,900,89.0,92,13.3,28,8118,94,5.642106730661525,5.581798263440471,3.9111513243894356,4.255852904198828,3.67663401187616,8.403058775895865,68.10908375075591,8.96107520321098,8.819245343756174,4400.82631344925,60591.59251052614,6.215398629296292,8.179318836422599,1.8292883896742702,5.642106730661525,5.581798263440471,3.9111513243894356,4.255852904198828,3.67663401187616,8.403058775895865,68.10908375075591,8.96107520321098,8.819245343756174,4400.82631344925,60591.59251052614,6.215398629296292,8.179318836422599,1.8292883896742702,0.8156462585034013,Mid,1,1,-0.08647233183032574,0.013573726102935677,-0.056616119522534834,-0.18710169614595554,-0.01827911276475788,0.3319005203593745,0.2725376107581363,-1.0388011424180428,-0.5949489827396871,1.1117561437041261,0.8745903245365926,-0.1449220622273889,0.5357515534995189,-0.0956048055916601,0.4674437938363918,0.3581403891754813,0.6125530498969481
Lebanon Valley College,Yes,1386,1060,320,28,56,965,502,13850,4755,400,1125,84.0,84,12.3,30,8196,85,5.607682145375703,5.506735295549032,3.799052734023705,4.777728697775314,3.5459289906564875,8.222145717338254,73.85301989484749,8.96107520321098,9.18918471405435,3920.713741190657,47766.80550904597,5.893715394744267,8.50587730878895,1.8293605655433782,5.607682145375703,5.506735295549032,3.799052734023705,4.777728697775314,3.5459289906564875,8.222145717338254,73.85301989484749,8.96107520321098,9.18918471405435,3920.713741190657,47766.80550904597,5.893715394744267,8.50587730878895,1.8293605655433782,0.7647907647907648,Mid,1,1,-0.14218923306921671,-0.11211015634511483,-0.3712545526046162,0.26440143846515807,-0.720409020009928,0.26204379305253284,0.8896875349698704,-1.0388011424180428,-0.14049359717716683,0.7095126551829224,0.17540598418550252,-0.40771996836088487,0.6744919519989533,-0.07010686697957709,0.12150977028102074,0.3581403891754813,0.6125530498969481
Lehigh University,Yes,6397,4304,1092,40,84,4298,132,18700,5580,750,1130,96.0,99,12.5,43,14665,91,6.456009048906349,6.323477285106334,4.250514634760477,5.473292195405891,3.8270412212860414,6.0774605764085745,82.17920894724425,10.352802615829257,9.196598823689586,5120.066987885137,73408.11248759447,5.958866657838342,10.398062989232335,1.833116885344993,6.456009048906349,6.323477285106334,4.250514634760477,5.473292195405891,3.8270412212860414,6.0774605764085745,82.17920894724425,10.352802615829257,9.196598823689586,5120.066987885137,73408.11248759447,5.958866657838342,10.398062989232335,1.833116885344993,0.6728153822104112,High,2,1,1.2308453557244505,1.2554257550295578,0.8959091519579087,0.8661712529818544,0.7896883165390992,-0.5660925849593976,1.78428434345718,1.302507133936391,-0.13138566673394933,1.7143437339653733,1.5733239615731247,-0.3544948895129964,1.4783988095896108,1.2569074508610425,-0.5041338296779814,1.8150779933081982,0.6125530498969481
Lenoir-Rhyne College,Yes,979,743,259,25,46,1188,166,10100,4000,400,1000,88.0,92,12.0,20,8539,66,5.4012535750902835,5.286651368349719,3.7122803908794877,4.568038251472815,3.59077141774612,6.427325383330498,65.97422438079604,8.96107520321098,8.993154813797165,4302.5631252927,60591.59251052614,5.795189080826134,6.734949707633466,1.8296658030839532,5.4012535750902835,5.286651368349719,3.7122803908794877,4.568038251472815,3.59077141774612,6.427325383330498,65.97422438079604,8.96107520321098,8.993154813797165,4302.5631252927,60591.59251052614,5.795189080826134,6.734949707633466,1.8296658030839532,0.7589376915219612,Mid,1,1,-0.4762981313459134,-0.4806141365611517,-0.6148072502137705,0.08298682799864276,-0.47952149419578455,-0.43099780182840153,0.043160357020957926,-1.0388011424180428,-0.3813083118461038,1.029430185416124,0.8745903245365926,-0.4882106691982931,-0.07789765626183243,0.0377259609152504,0.08169544466493703,0.3581403891754813,0.6125530498969481
Lesley College,Yes,244,198,82,12,33,1134,336,11700,5300,550,805,71.0,88,27.8,18,8694,58,4.522668307095147,4.41901932697527,3.1889654991928937,3.3372059894156245,3.5809135818379034,7.550459323900732,69.53758240366852,9.65214536925229,8.636592683195401,2803.316583884286,53942.39364317825,10.109223747055754,6.329553707860191,1.8297976097125135,4.522668307095147,4.41901932697527,3.1889654991928937,3.3372059894156245,3.5809135818379034,7.550459323900732,69.53758240366852,9.65214536925229,8.636592683195401,2803.316583884286,53942.39364317825,10.109223747055754,6.329553707860191,1.8297976097125135,0.8114754098360656,Mid,1,1,-1.8983065070572906,-1.933359299182218,-2.0836480000536137,-0.9818731086748947,-0.5324764713442256,0.0026826745341645736,0.4260208343292104,0.12378880488361321,-0.8193303055825656,-0.22665472844581655,0.5120879513281108,3.0361236929927387,-0.2501326687269887,0.08428996305654499,0.43907245465945055,0.3581403891754813,0.6125530498969481
LeTourneau University,Yes,477,417,204,29,54,1532,77,8840,4240,600,1400,58.0,70,20.8,23,6863,56,4.957457201713225,4.9172051202687035,3.61092919905037,4.843751032487945,3.642921682918872,5.283633346275289,62.89700553013714,9.845917647123215,9.557721089085858,1874.458100634458,29680.22624897121,8.3731666670421,7.306201546172464,1.8279578451330967,4.957457201713225,4.9172051202687035,3.61092919905037,4.843751032487945,3.642921682918872,5.283633346275289,62.89700553013714,9.845917647123215,9.557721089085858,1874.458100634458,29680.22624897121,8.3731666670421,7.306201546172464,1.8279578451330967,0.8742138364779874,Mid,1,1,-1.1945917142699614,-1.099207300660961,-0.8992798745712642,0.32152095127645364,-0.19937723878102648,-0.8726164632592459,-0.2874675143248177,0.4497726389260374,0.3122382660840021,-1.0048623785543536,-0.8106418143240208,1.6178584041872253,0.16480224108923644,-0.5656530842027924,0.8658376824716167,0.3581403891754813,0.6125530498969481
Lewis and Clark College,Yes,2774,2092,482,35,64,1763,59,15800,4790,450,950,75.0,98,12.3,21,12999,69,6.004359458503802,5.912979831722811,3.9593242120303085,5.206477408178991,3.670502199191177,4.90648750553438,77.40066726951464,9.213393432273651,8.90831952942552,3127.017536070735,71483.10904926102,5.893715394744267,6.929932557777247,1.8324325860021042,6.004359458503802,5.912979831722811,3.9593242120303085,5.206477408178991,3.670502199191177,4.90648750553438,77.40066726951464,9.213393432273651,8.90831952942552,3127.017536070735,71483.10904926102,5.893715394744267,6.929932557777247,1.8324325860021042,0.7541456380677721,High,2,1,0.49984117908420433,0.5680973009921968,0.07859558862573325,0.635335268105144,-0.05121839108457204,-1.0182453877912883,1.2708600016342009,-0.6143252338289236,-0.48552498885819567,0.044545418704219096,1.4683762334705521,-0.40771996836088487,0.004942020606680277,1.0151615203595923,0.04909848784711079,1.8150779933081982,0.6125530498969481
Lewis University,Yes,1154,1050,395,12,31,2192,1423,10560,4520,500,1200,36.0,48,14.3,10,7701,61,5.499558071712642,5.500934360822756,3.8826992412559913,3.3372059894156245,3.7116303747746393,10.079317747155208,67.03454039326918,9.442351022087843,9.297325805521908,729.7656344596887,11132.909264168271,6.52749595239785,4.421054272265976,1.8288835688305856,5.499558071712642,5.500934360822756,3.8826992412559913,3.3372059894156245,3.7116303747746393,10.079317747155208,67.03454039326918,9.442351022087843,9.297325805521908,729.7656344596887,11132.909264168271,6.52749595239785,4.421054272265976,1.8288835688305856,0.9098786828422877,Mid,1,1,-0.3171902761845416,-0.12182312158891674,-0.13647545429044783,-0.9818731086748947,0.1697166719918971,0.9791615129295811,0.15708466438140758,-0.22914901677242944,-0.007646689375954711,-1.9638980661890433,-1.8218082056103093,0.11004466967325688,-1.060970526681064,-0.23861793655535146,1.1084404555761647,0.3581403891754813,0.6125530498969481
Lincoln Memorial University,Yes,787,562,363,21,55,925,605,5950,2890,600,1300,67.0,72,14.6,35,5177,53,5.268937158816519,5.109899143918453,3.849462742456408,4.255852904198828,3.5365453882147238,8.542529942454983,54.54186490774358,9.845917647123215,9.432165418805424,2497.466346891243,31942.302495605825,6.61939203611697,9.276119865145814,1.8254329220779735,5.268937158816519,5.109899143918453,3.849462742456408,4.255852904198828,3.5365453882147238,8.542529942454983,54.54186490774358,9.845917647123215,9.432165418805424,2497.466346891243,31942.302495605825,6.61939203611697,9.276119865145814,1.8254329220779735,0.7141041931385006,Low,0,1,-0.6904549799062827,-0.7765644090041405,-0.22976369162971375,-0.18710169614595554,-0.7708164783507059,0.3857551139811216,-1.1851749874819841,0.4497726389260374,0.1579982604829097,-0.48289935398096173,-0.6873174824544503,0.18511882893705714,1.0017342937327451,-1.4576455722103199,-0.223275195743967,-1.0987972149572356,0.6125530498969481
Lincoln University,No,1660,1091,326,15,41,1196,33,4818,3400,350,1400,71.0,72,12.6,8,10912,45,5.712756072035492,5.524353085902178,3.8065412385697557,3.6884527234691826,3.59218534617599,4.118552705876455,50.53073532213084,8.679599645871866,9.557721089085858,2803.316583884286,31942.302495605825,5.991285805830951,3.8339176338051995,1.831356385341858,5.712756072035492,5.524353085902178,3.8065412385697557,3.6884527234691826,3.59218534617599,4.118552705876455,50.53073532213084,8.679599645871866,9.557721089085858,2803.316583884286,31942.302495605825,5.991285805830951,3.8339176338051995,1.831356385341858,0.6572289156626506,Low,0,0,0.027875084216752014,-0.08261129220558824,-0.35023581072026044,-0.6779904542213022,-0.4719260596206487,-1.3224939968973393,-1.6161457116796594,-1.5123285343587667,0.3122382660840021,-0.22665472844581655,-0.6873174824544503,-0.3280101887390996,-1.310419180097965,0.6349666060707768,-0.6101575587237623,-1.0987972149572356,-1.6325116659989423
Lindenwood College,Yes,810,484,356,6,33,2155,191,9200,4800,1000,4200,65.0,85,24.1,9,3480,100,5.286516904885965,5.01390716494523,3.8417408853366646,2.3713672987497,3.7084859232964917,6.645128475900019,63.8041209202631,11.027920112452334,11.501784717480946,2351.2286673140156,49267.05353907696,9.217649555070158,4.135322577728063,1.8211523643108385,5.286516904885965,5.01390716494523,3.8417408853366646,2.3713672987497,3.7084859232964917,6.645128475900019,63.8041209202631,11.027920112452334,11.501784717480946,2351.2286673140156,49267.05353907696,9.217649555070158,4.135322577728063,1.8211523643108385,0.5975308641975309,Mid,1,1,-0.6620017983378326,-0.9372913951616155,-0.2514374077461519,-1.8174726933497243,0.15282509885961418,-0.34689656908421745,-0.19000365326790278,2.438259845296428,2.7004409196384374,-0.6054188583331771,0.25719681074029643,2.307755516942878,-1.18236541463741,-2.969860118716721,-1.0162412604854265,0.3581403891754813,0.6125530498969481
Linfield College,Yes,1561,1188,458,48,72,1548,840,13380,4210,500,900,89.0,91,17.8,34,8747,81,5.677095152831587,5.576205831644197,3.939887072680988,5.850264966480015,3.644991218271903,9.118723948936932,72.94941485104066,9.442351022087843,8.819245343756174,4400.82631344925,58884.14428434742,7.556028261153151,9.126868146634914,1.8298418506887244,5.677095152831587,5.576205831644197,3.939887072680988,5.850264966480015,3.644991218271903,9.118723948936932,72.94941485104066,9.442351022087843,8.819245343756174,4400.82631344925,58884.14428434742,7.556028261153151,9.126868146634914,1.8298418506887244,0.7610506085842409,Mid,1,1,-0.029842848966029675,0.004209873856935589,0.02403940688860889,1.192310901338738,-0.18825997142660691,0.608243351743286,0.7926008386150794,-0.22914901677242944,-0.5949489827396871,1.1117561437041261,0.781503315639944,0.9503002630614447,0.9383237726310382,0.09991919910878327,0.09606812787834532,0.3581403891754813,0.6125530498969481
Livingstone College,Yes,900,473,217,22,47,621,11,4400,3400,800,900,53.0,93,10.4,16,9268,92,5.350504979136697,4.99905057444251,3.637511358695893,4.337922600177787,3.4438435059768406,2.7699530690981207,48.89307833520322,10.50211456361832,8.819245343756174,1567.2469311353118,62329.492559452454,5.252173428845612,5.900711370401069,1.8302557850958412,5.350504979136697,4.99905057444251,3.637511358695893,4.337922600177787,3.4438435059768406,2.7699530690981207,48.89307833520322,10.50211456361832,8.819245343756174,1567.2469311353118,62329.492559452454,5.252173428845612,5.900711370401069,1.8302557850958412,0.5255555555555556,Low,0,1,-0.5584357805080343,-0.9621669633249095,-0.8246690428782197,-0.1160987382636973,-1.268798601529773,-1.8432344996760794,-1.7921016868182091,1.553695186961413,-0.5949489827396871,-1.2622472080135945,0.9693375120855497,-0.9318252596102692,-0.4323290036172367,0.24615192526130775,-1.5058384759967054,-1.0987972149572356,0.6125530498969481
Lock Haven University of Pennsylvania,No,3570,2215,651,17,41,3390,325,7352,3620,225,500,47.0,55,16.1,14,6374,63,6.143658203388169,5.946249501689247,4.070653784659081,3.894175451333956,3.7882943411688514,7.495833699687483,58.86581496258584,7.782072682876364,7.873683591318896,1235.1859679309478,15846.888812540607,7.067858726213781,5.444039108195632,1.82733269481129,6.143658203388169,5.946249501689247,4.070653784659081,3.894175451333956,3.7882943411688514,7.495833699687483,58.86581496258584,7.782072682876364,7.873683591318896,1235.1859679309478,15846.888812540607,7.067858726213781,5.444039108195632,1.82733269481129,0.6204481792717087,Low,0,0,0.725299070500554,0.6238033489490878,0.39107554197154487,-0.5000085327852752,0.5815452544833654,-0.01841014963814778,-0.7205936652494651,-3.0222415300072885,-1.756532921293452,-1.5404514625130847,-1.5648105119584117,0.5514920012666231,-0.6263490551654358,-0.7865031373541418,-0.8603509439447266,-1.0987972149572356,-1.6325116659989423
Longwood College,No,2747,1870,724,12,47,2874,118,7920,3962,550,2200,74.0,80,18.4,23,5553,62,5.998906663234968,5.847264989297652,4.108797776837829,3.3372059894156245,3.7601194860972553,5.908990368191804,60.462831235077886,9.65214536925229,10.338539475874114,3044.4176772221554,42051.00625139571,7.723726362558781,7.306201546172464,1.8260973737202586,5.998906663234968,5.847264989297652,4.108797776837829,3.3372059894156245,3.7601194860972553,5.908990368191804,60.462831235077886,9.65214536925229,10.338539475874114,3044.4176772221554,42051.00625139571,7.723726362558781,7.306201546172464,1.8260973737202586,0.6807426283218057,Low,0,0,0.49101571748613426,0.4580657266691436,0.4981381365274651,-0.9818731086748947,0.43019369818149905,-0.6311447016421636,-0.5490042800597993,0.12378880488361321,1.271441718087908,-0.024657633443134833,-0.13620911968157937,1.0873005949977204,0.16480224108923644,-1.222911340464126,-0.4502103704245131,-1.0987972149572356,-1.6325116659989423
Loras College,Yes,1641,1283,527,20,39,1663,170,11200,4000,500,1200,61.0,62,14.2,24,7578,70,5.706092131187281,5.622775235475858,3.9929262468910656,4.170730633321285,3.6591376292786486,6.464097276055984,68.460431319916,9.442351022087843,9.297325805521908,2072.1143548522737,21636.86172344196,6.496691212510575,7.488071014907595,1.8287576421914211,5.706092131187281,5.622775235475858,3.9929262468910656,4.170730633321285,3.6591376292786486,6.464097276055984,68.460431319916,9.442351022087843,9.297325805521908,2072.1143548522737,21636.86172344196,6.496691212510575,7.488071014907595,1.8287576421914211,0.7818403412553321,Mid,1,1,0.017089358520457936,0.08218472139186576,0.17290981293903185,-0.26074560260699386,-0.11226734195199056,-0.4167989147875154,0.31028770411566187,-0.22914901677242944,-0.007646689375954711,-0.8392638380900032,-1.2491515938109201,0.0848788535167615,0.24207061628816592,-0.2831046847541936,0.23748600324476013,0.3581403891754813,0.6125530498969481
Louisiana College,Yes,2013,1053,212,33,61,912,158,5150,3036,500,1655,64.0,74,10.5,11,7547,59,5.823539647178102,5.50268082333851,3.6275099949380714,5.091356782638988,3.5333887423781376,6.351300557448836,51.76609940131359,9.442351022087843,9.843755385948933,2279.780490462643,34308.59715981074,5.287039952492017,4.693250809609002,1.828725406090526,5.823539647178102,5.50268082333851,3.6275099949380714,5.091356782638988,3.5333887423781376,6.351300557448836,51.76609940131359,9.442351022087843,9.843755385948933,2279.780490462643,34308.59715981074,5.287039952492017,4.693250809609002,1.828725406090526,0.5230998509687034,Low,0,1,0.20718058532482847,-0.11889888083883796,-0.8527408804559998,0.5357381533712033,-0.7877735579469295,-0.46035359058410474,-1.4834135871023741,-0.22914901677242944,0.6636197007235204,-0.6652789110911722,-0.558311349746167,-0.9033411845194759,-0.9453261344609437,-0.2944928970732692,-1.522542900757448,-1.0987972149572356,0.6125530498969481
